ts,tick_index,ticker,price,volume,asset_type,sector
2026-03-14T09:31:00Z,1,C005,167.22,578.0,STOCK,HEALTHCARE
2026-03-14T09:31:00Z,1,C006,112.94,366.0,STOCK,HEALTHCARE
2026-03-14T09:31:00Z,1,C007,145.99,345.0,STOCK,HEALTHCARE
2026-03-14T09:31:00Z,1,C008,128.75,379.0,STOCK,HEALTHCARE
2026-03-14T09:31:00Z,1,C009,154.02,433.0,STOCK,HEALTHCARE
2026-03-14T09:31:00Z,1,C010,133.81,305.0,STOCK,HEALTHCARE
2026-03-14T09:31:00Z,1,D001,102.43,459.0,STOCK,ENERGY
2026-03-14T09:31:00Z,1,D002,87.79,615.0,STOCK,ENERGY
2026-03-14T09:31:00Z,1,D003,94.21,440.0,STOCK,ENERGY
2026-03-14T09:31:00Z,1,D004,111.67,514.0,STOCK,ENERGY
2026-03-14T09:31:00Z,1,D005,89.2,296.0,STOCK,ENERGY
2026-03-14T09:31:00Z,1,D006,97.59,416.0,STOCK,ENERGY
2026-03-14T09:31:00Z,1,D007,105.35,495.0,STOCK,ENERGY
2026-03-14T09:31:00Z,1,D008,83.66,310.0,STOCK,ENERGY
2026-03-14T09:31:00Z,1,D009,98.4,477.0,STOCK,ENERGY
2026-03-14T09:31:00Z,1,D010,93.77,389.0,STOCK,ENERGY
2026-03-14T09:31:00Z,1,E001,91.39,459.0,STOCK,CONSUMER
2026-03-14T09:31:00Z,1,E002,84.69,319.0,STOCK,CONSUMER
2026-03-14T09:31:00Z,1,E003,96.22,387.0,STOCK,CONSUMER
2026-03-14T09:31:00Z,1,E004,78.5,284.0,STOCK,CONSUMER
2026-03-14T09:31:00Z,1,E005,88.93,337.0,STOCK,CONSUMER
2026-03-14T09:31:00Z,1,E006,82.52,276.0,STOCK,CONSUMER
2026-03-14T09:31:00Z,1,E007,93.74,380.0,STOCK,CONSUMER
2026-03-14T09:31:00Z,1,E008,75.45,252.0,STOCK,CONSUMER
2026-03-14T09:31:00Z,1,E009,86.15,379.0,STOCK,CONSUMER
2026-03-14T09:31:00Z,1,E010,79.78,322.0,STOCK,CONSUMER
2026-03-14T09:32:00Z,2,A001,235.12,776.0,STOCK,TECH
2026-03-14T09:32:00Z,2,A002,171.93,519.0,STOCK,TECH
2026-03-14T09:32:00Z,2,A003,143.1,467.0,STOCK,TECH
2026-03-14T09:32:00Z,2,A004,190.0,667.0,STOCK,TECH
2026-03-14T09:32:00Z,2,A005,128.91,551.0,STOCK,TECH
2026-03-14T09:32:00Z,2,A006,163.81,679.0,STOCK,TECH
2026-03-14T09:32:00Z,2,A007,201.82,647.0,STOCK,TECH
2026-03-14T09:32:00Z,2,A008,116.47,369.0,STOCK,TECH
2026-03-14T09:32:00Z,2,A009,178.22,633.0,STOCK,TECH
2026-03-14T09:32:00Z,2,A010,148.7,406.0,STOCK,TECH
2026-03-14T09:32:00Z,2,B001,118.75,463.0,STOCK,FINANCE
2026-03-14T09:32:00Z,2,B002,98.99,441.0,STOCK,FINANCE
2026-03-14T09:32:00Z,2,B003,115.11,536.0,STOCK,FINANCE
2026-03-14T09:32:00Z,2,B004,127.11,513.0,STOCK,FINANCE
2026-03-14T09:32:00Z,2,B005,104.04,410.0,STOCK,FINANCE
2026-03-14T09:32:00Z,2,B006,92.77,301.0,STOCK,FINANCE
2026-03-14T09:32:00Z,2,B007,131.66,578.0,STOCK,FINANCE
2026-03-14T09:32:00Z,2,B008,109.72,426.0,STOCK,FINANCE
2026-03-14T09:32:00Z,2,B009,88.55,312.0,STOCK,FINANCE
2026-03-14T09:32:00Z,2,B010,122.23,469.0,STOCK,FINANCE
2026-03-14T09:32:00Z,2,C001,142.32,480.0,STOCK,HEALTHCARE
2026-03-14T09:32:00Z,2,C002,158.87,352.0,STOCK,HEALTHCARE
2026-03-14T09:32:00Z,2,C003,121.52,344.0,STOCK,HEALTHCARE
2026-03-14T09:32:00Z,2,C004,139.91,329.0,STOCK,HEALTHCARE
2026-03-14T09:32:00Z,2,C005,167.69,445.0,STOCK,HEALTHCARE
2026-03-14T09:32:00Z,2,C006,113.14,291.0,STOCK,HEALTHCARE
2026-03-14T09:32:00Z,2,C007,146.24,322.0,STOCK,HEALTHCARE
2026-03-14T09:32:00Z,2,C008,128.95,261.0,STOCK,HEALTHCARE
2026-03-14T09:32:00Z,2,C009,154.28,424.0,STOCK,HEALTHCARE
2026-03-14T09:32:00Z,2,C010,134.16,334.0,STOCK,HEALTHCARE
2026-03-14T09:32:00Z,2,D001,102.46,547.0,STOCK,ENERGY
2026-03-14T09:32:00Z,2,D002,87.98,619.0,STOCK,ENERGY
2026-03-14T09:32:00Z,2,D003,94.48,388.0,STOCK,ENERGY
2026-03-14T09:32:00Z,2,D004,111.79,546.0,STOCK,ENERGY
2026-03-14T09:32:00Z,2,D005,89.35,347.0,STOCK,ENERGY
2026-03-14T09:32:00Z,2,D006,97.83,445.0,STOCK,ENERGY
2026-03-14T09:32:00Z,2,D007,105.49,463.0,STOCK,ENERGY
2026-03-14T09:32:00Z,2,D008,83.86,314.0,STOCK,ENERGY
2026-03-14T09:32:00Z,2,D009,98.63,370.0,STOCK,ENERGY
2026-03-14T09:32:00Z,2,D010,93.88,390.0,STOCK,ENERGY
2026-03-14T09:32:00Z,2,E001,91.51,390.0,STOCK,CONSUMER
2026-03-14T09:32:00Z,2,E002,84.64,271.0,STOCK,CONSUMER
2026-03-14T09:32:00Z,2,E003,96.32,342.0,STOCK,CONSUMER
2026-03-14T09:32:00Z,2,E004,78.74,284.0,STOCK,CONSUMER
2026-03-14T09:32:00Z,2,E005,89.25,421.0,STOCK,CONSUMER
2026-03-14T09:32:00Z,2,E006,82.65,226.0,STOCK,CONSUMER
2026-03-14T09:32:00Z,2,E007,93.8,367.0,STOCK,CONSUMER
2026-03-14T09:32:00Z,2,E008,75.52,265.0,STOCK,CONSUMER
2026-03-14T09:32:00Z,2,E009,86.08,239.0,STOCK,CONSUMER
2026-03-14T09:32:00Z,2,E010,79.86,306.0,STOCK,CONSUMER
2026-03-14T09:33:00Z,3,A001,234.66,817.0,STOCK,TECH
2026-03-14T09:33:00Z,3,A002,171.76,689.0,STOCK,TECH
2026-03-14T09:33:00Z,3,A003,142.56,398.0,STOCK,TECH
2026-03-14T09:33:00Z,3,A004,189.76,639.0,STOCK,TECH
2026-03-14T09:33:00Z,3,A005,128.35,523.0,STOCK,TECH
2026-03-14T09:33:00Z,3,A006,163.67,523.0,STOCK,TECH
2026-03-14T09:33:00Z,3,A007,201.41,800.0,STOCK,TECH
2026-03-14T09:33:00Z,3,A008,116.08,411.0,STOCK,TECH
2026-03-14T09:33:00Z,3,A009,177.8,585.0,STOCK,TECH
2026-03-14T09:33:00Z,3,A010,148.45,470.0,STOCK,TECH
2026-03-14T09:33:00Z,3,B001,118.52,612.0,STOCK,FINANCE
2026-03-14T09:33:00Z,3,B002,98.81,425.0,STOCK,FINANCE
2026-03-14T09:33:00Z,3,B003,114.76,498.0,STOCK,FINANCE
2026-03-14T09:33:00Z,3,B004,127.06,479.0,STOCK,FINANCE
2026-03-14T09:33:00Z,3,B005,103.97,389.0,STOCK,FINANCE
2026-03-14T09:33:00Z,3,B006,92.67,348.0,STOCK,FINANCE
2026-03-14T09:33:00Z,3,B007,131.46,515.0,STOCK,FINANCE
2026-03-14T09:33:00Z,3,B008,109.75,478.0,STOCK,FINANCE
2026-03-14T09:33:00Z,3,B009,88.79,284.0,STOCK,FINANCE
2026-03-14T09:33:00Z,3,B010,122.21,439.0,STOCK,FINANCE
2026-03-14T09:33:00Z,3,C001,142.05,400.0,STOCK,HEALTHCARE
2026-03-14T09:33:00Z,3,C002,158.83,516.0,STOCK,HEALTHCARE
2026-03-14T09:33:00Z,3,C003,121.28,343.0,STOCK,HEALTHCARE
2026-03-14T09:33:00Z,3,C004,139.78,364.0,STOCK,HEALTHCARE
2026-03-14T09:33:00Z,3,C005,167.02,430.0,STOCK,HEALTHCARE
2026-03-14T09:33:00Z,3,C006,112.95,298.0,STOCK,HEALTHCARE
2026-03-14T09:33:00Z,3,C007,146.04,317.0,STOCK,HEALTHCARE
2026-03-14T09:33:00Z,3,C008,128.57,381.0,STOCK,HEALTHCARE
2026-03-14T09:33:00Z,3,C009,154.06,365.0,STOCK,HEALTHCARE
2026-03-14T09:33:00Z,3,C010,134.07,341.0,STOCK,HEALTHCARE
2026-03-14T09:33:00Z,3,D001,102.18,497.0,STOCK,ENERGY
2026-03-14T09:33:00Z,3,D002,87.75,745.0,STOCK,ENERGY
2026-03-14T09:33:00Z,3,D003,94.19,406.0,STOCK,ENERGY
2026-03-14T09:33:00Z,3,D004,111.25,487.0,STOCK,ENERGY
2026-03-14T09:33:00Z,3,D005,89.16,414.0,STOCK,ENERGY
2026-03-14T09:33:00Z,3,D006,97.52,435.0,STOCK,ENERGY
2026-03-14T09:33:00Z,3,D007,105.4,507.0,STOCK,ENERGY
2026-03-14T09:33:00Z,3,D008,83.62,296.0,STOCK,ENERGY
2026-03-14T09:33:00Z,3,D009,98.38,440.0,STOCK,ENERGY
2026-03-14T09:33:00Z,3,D010,93.64,384.0,STOCK,ENERGY
2026-03-14T09:33:00Z,3,E001,91.51,345.0,STOCK,CONSUMER
2026-03-14T09:33:00Z,3,E002,84.58,334.0,STOCK,CONSUMER
2026-03-14T09:33:00Z,3,E003,96.2,363.0,STOCK,CONSUMER
2026-03-14T09:33:00Z,3,E004,78.63,230.0,STOCK,CONSUMER
2026-03-14T09:33:00Z,3,E005,89.02,309.0,STOCK,CONSUMER
2026-03-14T09:33:00Z,3,E006,82.55,301.0,STOCK,CONSUMER
2026-03-14T09:33:00Z,3,E007,93.67,440.0,STOCK,CONSUMER
2026-03-14T09:33:00Z,3,E008,75.39,243.0,STOCK,CONSUMER
2026-03-14T09:33:00Z,3,E009,85.96,330.0,STOCK,CONSUMER
2026-03-14T09:33:00Z,3,E010,79.63,321.0,STOCK,CONSUMER
2026-03-14T09:34:00Z,4,A001,236.01,754.0,STOCK,TECH
2026-03-14T09:34:00Z,4,A002,172.24,669.0,STOCK,TECH
2026-03-14T09:34:00Z,4,A003,143.2,464.0,STOCK,TECH
2026-03-14T09:34:00Z,4,A004,190.62,786.0,STOCK,TECH
2026-03-14T09:34:00Z,4,A005,128.88,570.0,STOCK,TECH
2026-03-14T09:34:00Z,4,A006,164.53,416.0,STOCK,TECH
2026-03-14T09:34:00Z,4,A007,202.34,562.0,STOCK,TECH
2026-03-14T09:34:00Z,4,A008,116.41,337.0,STOCK,TECH
2026-03-14T09:34:00Z,4,A009,178.56,516.0,STOCK,TECH
2026-03-14T09:34:00Z,4,A010,149.12,369.0,STOCK,TECH
2026-03-14T09:34:00Z,4,B001,118.78,423.0,STOCK,FINANCE
2026-03-14T09:34:00Z,4,B002,99.18,419.0,STOCK,FINANCE
2026-03-14T09:34:00Z,4,B003,115.04,617.0,STOCK,FINANCE
2026-03-14T09:34:00Z,4,B004,127.62,384.0,STOCK,FINANCE
2026-03-14T09:34:00Z,4,B005,104.33,355.0,STOCK,FINANCE
2026-03-14T09:34:00Z,4,B006,92.99,339.0,STOCK,FINANCE
2026-03-14T09:34:00Z,4,B007,131.98,540.0,STOCK,FINANCE
2026-03-14T09:34:00Z,4,B008,110.17,415.0,STOCK,FINANCE
2026-03-14T09:34:00Z,4,B009,89.04,352.0,STOCK,FINANCE
2026-03-14T09:34:00Z,4,B010,122.48,450.0,STOCK,FINANCE
2026-03-14T09:34:00Z,4,C001,142.09,412.0,STOCK,HEALTHCARE
2026-03-14T09:34:00Z,4,C002,159.05,458.0,STOCK,HEALTHCARE
2026-03-14T09:34:00Z,4,C003,121.7,375.0,STOCK,HEALTHCARE
2026-03-14T09:34:00Z,4,C004,139.75,372.0,STOCK,HEALTHCARE
2026-03-14T09:34:00Z,4,C005,167.24,420.0,STOCK,HEALTHCARE
2026-03-14T09:34:00Z,4,C006,113.06,291.0,STOCK,HEALTHCARE
2026-03-14T09:34:00Z,4,C007,146.17,415.0,STOCK,HEALTHCARE
2026-03-14T09:34:00Z,4,C008,128.64,240.0,STOCK,HEALTHCARE
2026-03-14T09:34:00Z,4,C009,154.25,457.0,STOCK,HEALTHCARE
2026-03-14T09:34:00Z,4,C010,134.18,306.0,STOCK,HEALTHCARE
2026-03-14T09:34:00Z,4,D001,102.43,494.0,STOCK,ENERGY
2026-03-14T09:34:00Z,4,D002,88.08,658.0,STOCK,ENERGY
2026-03-14T09:34:00Z,4,D003,94.61,464.0,STOCK,ENERGY
2026-03-14T09:34:00Z,4,D004,111.74,518.0,STOCK,ENERGY
2026-03-14T09:34:00Z,4,D005,89.39,364.0,STOCK,ENERGY
2026-03-14T09:34:00Z,4,D006,97.9,401.0,STOCK,ENERGY
2026-03-14T09:34:00Z,4,D007,105.61,527.0,STOCK,ENERGY
2026-03-14T09:34:00Z,4,D008,83.81,319.0,STOCK,ENERGY
2026-03-14T09:34:00Z,4,D009,98.62,449.0,STOCK,ENERGY
2026-03-14T09:34:00Z,4,D010,93.72,378.0,STOCK,ENERGY
2026-03-14T09:34:00Z,4,E001,91.69,403.0,STOCK,CONSUMER
2026-03-14T09:34:00Z,4,E002,84.81,270.0,STOCK,CONSUMER
2026-03-14T09:34:00Z,4,E003,96.32,314.0,STOCK,CONSUMER
2026-03-14T09:34:00Z,4,E004,78.81,286.0,STOCK,CONSUMER
2026-03-14T09:34:00Z,4,E005,89.14,331.0,STOCK,CONSUMER
2026-03-14T09:34:00Z,4,E006,82.69,286.0,STOCK,CONSUMER
2026-03-14T09:34:00Z,4,E007,93.84,338.0,STOCK,CONSUMER
2026-03-14T09:34:00Z,4,E008,75.52,219.0,STOCK,CONSUMER
2026-03-14T09:34:00Z,4,E009,86.0,302.0,STOCK,CONSUMER
2026-03-14T09:34:00Z,4,E010,79.8,271.0,STOCK,CONSUMER
2026-03-14T09:35:00Z,5,A001,235.77,855.0,STOCK,TECH
2026-03-14T09:35:00Z,5,A002,172.13,536.0,STOCK,TECH
2026-03-14T09:35:00Z,5,A003,142.91,369.0,STOCK,TECH
2026-03-14T09:35:00Z,5,A004,190.26,683.0,STOCK,TECH
2026-03-14T09:35:00Z,5,A005,128.43,609.0,STOCK,TECH
2026-03-14T09:35:00Z,5,A006,164.01,576.0,STOCK,TECH
2026-03-14T09:35:00Z,5,A007,201.54,619.0,STOCK,TECH
2026-03-14T09:35:00Z,5,A008,116.35,337.0,STOCK,TECH
2026-03-14T09:35:00Z,5,A009,178.2,704.0,STOCK,TECH
2026-03-14T09:35:00Z,5,A010,148.96,402.0,STOCK,TECH
2026-03-14T09:35:00Z,5,B001,118.78,650.0,STOCK,FINANCE
2026-03-14T09:35:00Z,5,B002,98.98,369.0,STOCK,FINANCE
2026-03-14T09:35:00Z,5,B003,114.89,549.0,STOCK,FINANCE
2026-03-14T09:35:00Z,5,B004,127.46,440.0,STOCK,FINANCE
2026-03-14T09:35:00Z,5,B005,104.14,325.0,STOCK,FINANCE
2026-03-14T09:35:00Z,5,B006,92.94,415.0,STOCK,FINANCE
2026-03-14T09:35:00Z,5,B007,131.78,399.0,STOCK,FINANCE
2026-03-14T09:35:00Z,5,B008,109.97,368.0,STOCK,FINANCE
2026-03-14T09:35:00Z,5,B009,88.95,212.0,STOCK,FINANCE
2026-03-14T09:35:00Z,5,B010,122.3,569.0,STOCK,FINANCE
2026-03-14T09:35:00Z,5,C001,141.79,352.0,STOCK,HEALTHCARE
2026-03-14T09:35:00Z,5,C002,158.78,453.0,STOCK,HEALTHCARE
2026-03-14T09:35:00Z,5,C003,121.35,393.0,STOCK,HEALTHCARE
2026-03-14T09:35:00Z,5,C004,139.41,382.0,STOCK,HEALTHCARE
2026-03-14T09:35:00Z,5,C005,167.23,501.0,STOCK,HEALTHCARE
2026-03-14T09:35:00Z,5,C006,112.93,291.0,STOCK,HEALTHCARE
2026-03-14T09:35:00Z,5,C007,145.87,360.0,STOCK,HEALTHCARE
2026-03-14T09:35:00Z,5,C008,128.7,308.0,STOCK,HEALTHCARE
2026-03-14T09:35:00Z,5,C009,153.85,494.0,STOCK,HEALTHCARE
2026-03-14T09:35:00Z,5,C010,133.87,365.0,STOCK,HEALTHCARE
2026-03-14T09:35:00Z,5,D001,102.29,424.0,STOCK,ENERGY
2026-03-14T09:35:00Z,5,D002,87.93,715.0,STOCK,ENERGY
2026-03-14T09:35:00Z,5,D003,94.4,457.0,STOCK,ENERGY
2026-03-14T09:35:00Z,5,D004,111.51,484.0,STOCK,ENERGY
2026-03-14T09:35:00Z,5,D005,89.22,300.0,STOCK,ENERGY
2026-03-14T09:35:00Z,5,D006,97.74,398.0,STOCK,ENERGY
2026-03-14T09:35:00Z,5,D007,105.34,508.0,STOCK,ENERGY
2026-03-14T09:35:00Z,5,D008,83.81,295.0,STOCK,ENERGY
2026-03-14T09:35:00Z,5,D009,98.55,386.0,STOCK,ENERGY
2026-03-14T09:35:00Z,5,D010,93.67,362.0,STOCK,ENERGY
2026-03-14T09:35:00Z,5,E001,91.54,326.0,STOCK,CONSUMER
2026-03-14T09:35:00Z,5,E002,84.67,272.0,STOCK,CONSUMER
2026-03-14T09:35:00Z,5,E003,96.15,419.0,STOCK,CONSUMER
2026-03-14T09:35:00Z,5,E004,78.68,285.0,STOCK,CONSUMER
2026-03-14T09:35:00Z,5,E005,89.09,308.0,STOCK,CONSUMER
2026-03-14T09:35:00Z,5,E006,82.62,314.0,STOCK,CONSUMER
2026-03-14T09:35:00Z,5,E007,93.57,378.0,STOCK,CONSUMER
2026-03-14T09:35:00Z,5,E008,75.32,252.0,STOCK,CONSUMER
2026-03-14T09:35:00Z,5,E009,85.9,327.0,STOCK,CONSUMER
2026-03-14T09:35:00Z,5,E010,79.71,292.0,STOCK,CONSUMER
2026-03-14T09:36:00Z,6,A001,236.68,643.0,STOCK,TECH
2026-03-14T09:36:00Z,6,A002,172.65,484.0,STOCK,TECH
2026-03-14T09:36:00Z,6,A003,143.48,406.0,STOCK,TECH
2026-03-14T09:36:00Z,6,A004,190.92,637.0,STOCK,TECH
2026-03-14T09:36:00Z,6,A005,128.76,514.0,STOCK,TECH
2026-03-14T09:36:00Z,6,A006,164.66,525.0,STOCK,TECH
2026-03-14T09:36:00Z,6,A007,202.19,539.0,STOCK,TECH
2026-03-14T09:36:00Z,6,A008,116.62,415.0,STOCK,TECH
2026-03-14T09:36:00Z,6,A009,179.01,587.0,STOCK,TECH
2026-03-14T09:36:00Z,6,A010,149.52,399.0,STOCK,TECH
2026-03-14T09:36:00Z,6,B001,119.25,485.0,STOCK,FINANCE
2026-03-14T09:36:00Z,6,B002,99.17,327.0,STOCK,FINANCE
2026-03-14T09:36:00Z,6,B003,115.0,469.0,STOCK,FINANCE
2026-03-14T09:36:00Z,6,B004,127.59,436.0,STOCK,FINANCE
2026-03-14T09:36:00Z,6,B005,104.43,410.0,STOCK,FINANCE
2026-03-14T09:36:00Z,6,B006,93.28,325.0,STOCK,FINANCE
2026-03-14T09:36:00Z,6,B007,131.87,431.0,STOCK,FINANCE
2026-03-14T09:36:00Z,6,B008,110.13,286.0,STOCK,FINANCE
2026-03-14T09:36:00Z,6,B009,89.07,314.0,STOCK,FINANCE
2026-03-14T09:36:00Z,6,B010,122.5,428.0,STOCK,FINANCE
2026-03-14T09:36:00Z,6,C001,141.84,378.0,STOCK,HEALTHCARE
2026-03-14T09:36:00Z,6,C002,158.8,436.0,STOCK,HEALTHCARE
2026-03-14T09:36:00Z,6,C003,121.49,298.0,STOCK,HEALTHCARE
2026-03-14T09:36:00Z,6,C004,139.65,454.0,STOCK,HEALTHCARE
2026-03-14T09:36:00Z,6,C005,167.58,439.0,STOCK,HEALTHCARE
2026-03-14T09:36:00Z,6,C006,112.94,215.0,STOCK,HEALTHCARE
2026-03-14T09:36:00Z,6,C007,146.07,288.0,STOCK,HEALTHCARE
2026-03-14T09:36:00Z,6,C008,128.94,246.0,STOCK,HEALTHCARE
2026-03-14T09:36:00Z,6,C009,154.16,428.0,STOCK,HEALTHCARE
2026-03-14T09:36:00Z,6,C010,133.91,247.0,STOCK,HEALTHCARE
2026-03-14T09:36:00Z,6,D001,102.49,432.0,STOCK,ENERGY
2026-03-14T09:36:00Z,6,D002,88.33,694.0,STOCK,ENERGY
2026-03-14T09:36:00Z,6,D003,94.73,328.0,STOCK,ENERGY
2026-03-14T09:36:00Z,6,D004,111.57,505.0,STOCK,ENERGY
2026-03-14T09:36:00Z,6,D005,89.35,281.0,STOCK,ENERGY
2026-03-14T09:36:00Z,6,D006,97.77,390.0,STOCK,ENERGY
2026-03-14T09:36:00Z,6,D007,105.63,454.0,STOCK,ENERGY
2026-03-14T09:36:00Z,6,D008,83.95,335.0,STOCK,ENERGY
2026-03-14T09:36:00Z,6,D009,98.66,436.0,STOCK,ENERGY
2026-03-14T09:36:00Z,6,D010,93.76,449.0,STOCK,ENERGY
2026-03-14T09:36:00Z,6,E001,91.67,311.0,STOCK,CONSUMER
2026-03-14T09:36:00Z,6,E002,84.76,282.0,STOCK,CONSUMER
2026-03-14T09:36:00Z,6,E003,96.29,350.0,STOCK,CONSUMER
2026-03-14T09:36:00Z,6,E004,78.79,286.0,STOCK,CONSUMER
2026-03-14T09:36:00Z,6,E005,89.06,342.0,STOCK,CONSUMER
2026-03-14T09:36:00Z,6,E006,82.75,274.0,STOCK,CONSUMER
2026-03-14T09:36:00Z,6,E007,93.55,349.0,STOCK,CONSUMER
2026-03-14T09:36:00Z,6,E008,75.5,242.0,STOCK,CONSUMER
2026-03-14T09:36:00Z,6,E009,86.01,329.0,STOCK,CONSUMER
2026-03-14T09:36:00Z,6,E010,79.83,212.0,STOCK,CONSUMER
2026-03-14T09:37:00Z,7,A001,236.72,745.0,STOCK,TECH
2026-03-14T09:37:00Z,7,A002,172.84,706.0,STOCK,TECH
2026-03-14T09:37:00Z,7,A003,143.66,505.0,STOCK,TECH
2026-03-14T09:37:00Z,7,A004,190.79,602.0,STOCK,TECH
